o_orderkey,o_custkey,o_orderstatus,o_totalprice,o_orderdate,o_orderpriority,o_clerk,o_shippriority,o_comment,c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
35558,997,F,127243.02,1994-09-16,1-URGENT,Clerk#000000572,0,s. fluffily unusual foxes ,997,Customer#000000997,TVgeo8YnY9jkQtkSRCsBHSVBBkmUIRLhm,17,27-218-645-5219,367.03,FURNITURE,e boldly. quickly busy requests above the packages use carefully quickly ironic theodolites. bo
35648,731,O,92140.43,1998-01-16,1-URGENT,Clerk#000000952,0,ithely regular packages. regular theodoli,731,Customer#000000731,"o,OMA859cXnOy o",7,17-731-915-9753,9311.17,MACHINERY,"yly regular requests among the blithely regular excuses are slyly about the bold, regular foxes. dependencies wa"
35650,161,O,186670.49,1996-08-29,1-URGENT,Clerk#000000457,0,ual requests wake slyly. blithely express foxes are. unusual ac,161,Customer#000000161,ZC9Gu1dyHl7J,7,17-805-718-2449,3714.06,MACHINERY,quickly according to the furiously ironic theodolites. finally final instructions wake bl
35651,172,O,298502.85,1998-06-09,1-URGENT,Clerk#000000808,0,blithely even instructions. quickly sly packages according to the regular pack,172,Customer#000000172,"hvKNg7fZkY5QOzeelV,t4",22,32-178-964-1847,1134.4,MACHINERY,y final asymptotes detect quickly acro
35681,997,O,77597.4,1997-08-27,1-URGENT,Clerk#000000298,0,s the packages-- quickly silent warhorses nag furiously above ,997,Customer#000000997,TVgeo8YnY9jkQtkSRCsBHSVBBkmUIRLhm,17,27-218-645-5219,367.03,FURNITURE,e boldly. quickly busy requests above the packages use carefully quickly ironic theodolites. bo
35751,338,O,270450.4,1997-03-15,1-URGENT,Clerk#000000825,0,nstructions. instructions nag,338,Customer#000000338,"sQI2qN4Ki,DGk8hxTcKwhAewbgJulXQF7SHDz3",23,33-302-620-7535,4092.49,FURNITURE,furiously regular deposits. regular instructions are sly packages. quickly regular deposits cajole slyly car
35777,787,F,136771.41,1993-09-09,1-URGENT,Clerk#000000948,0,sheaves about the regular deposits wake furiously above the carefully unus,787,Customer#000000787,"wvbMYxe11ZEZeEYt,AsnM8WXlcHYdNE",10,20-210-617-3870,212.16,AUTOMOBILE,. ironic deposits wake against the ideas. ironic deposits wake fluffily ironic deposit
35811,586,F,185551.43,1992-01-04,1-URGENT,Clerk#000000257,0, special packages boost against th,586,Customer#000000586,xkQqR4pyD0KFzvlK8Hfi4kFfmonYLFnS63vI,11,21-239-369-7791,5134.35,AUTOMOBILE,osely blithely regular packages. slyly re
35812,823,F,209862.12,1993-01-23,1-URGENT,Clerk#000000826,0,ckly careful accounts kindle fluffily. requests cajole. carefully fina,823,Customer#000000823,kxCcxifuuT9S2naKMuLEj3,0,10-109-430-5638,738.79,AUTOMOBILE,ully regular ideas wake slyly regular foxes. unusual platelets eat furiously above the slyly
35906,980,O,209427.6,1997-03-16,1-URGENT,Clerk#000000838,0,es. carefully final requests haggle about the fluffily pending asympt,980,Customer#000000980,"7z IK9A1pDFP3J3e9UIPGCAU,Bjp6HXYGv3",1,11-572-281-8212,4586.33,AUTOMOBILE,ully pending packages. ironic requests wake against the ironic foxes. special instructions after 
35972,10,F,39228.39,1993-12-25,1-URGENT,Clerk#000000002,0,"ilent packages wake around the fluffily regular accounts. express, ironic",10,Customer#000000010,"Vf mQ6Ug9Ucf5OKGYq fsaX AtfsO7,rwY",5,15-741-346-9870,2753.54,HOUSEHOLD,g quickly after the evenly bold
35973,215,O,233172.57,1997-09-08,1-URGENT,Clerk#000000485,0,ar escapades. pending requests nag about the carefu,215,Customer#000000215,"TjTUuQpJNMsj2T,q 2AknlE5b4AFESCKHHuK",9,19-564-446-4758,3379.2,FURNITURE,platelets x-ray blithely regular depo
36004,457,O,115049.36,1998-05-13,1-URGENT,Clerk#000000827,0,manent packages doubt alongside of the hockey players. even deposits a,457,Customer#000000457,"NQq4Ms5A ,vZT6vIZxsaaPrvaC3u15o48X4L",20,30-543-684-2857,5867.61,FURNITURE, instructions wake carefully after the furiously express deposits. slyly silent ideas boost. bl
36066,442,O,239142.67,1997-09-02,1-URGENT,Clerk#000000804,0,ial requests. dependencies after the carefully special foxes inte,442,Customer#000000442,AwKQtMhlfcZOHser,1,11-240-523-8711,4157.0,FURNITURE, carefully pending packages wake slyly across the requests. sometimes final depo
36103,904,F,132372.53,1992-04-30,1-URGENT,Clerk#000000418,0,e carefully final packages wake furiously about the thinly iron,904,Customer#000000904,3NhmPetKn6Vn K44a2UCAQzA,5,15-940-929-4572,9562.82,BUILDING,nic asymptotes wake furiously express theodolites. 
36130,322,F,180264.41,1992-09-14,1-URGENT,Clerk#000000184,0,elets integrate furiously. furiously unusual deposits after the c,322,Customer#000000322,Q49touHjVcMk3,20,30-660-202-7517,4489.98,HOUSEHOLD,sts-- slyly special platelets cajole blithely blithely pending pinto b
36161,814,F,244346.91,1993-01-17,1-URGENT,Clerk#000000146,0,ever final requests promise quickly according to ,814,Customer#000000814,hEeoZENVIc479FJtexZX5yu,15,25-342-269-3824,4011.18,BUILDING, quickly even deposits use according to the always pending requests! slyly fluffy instruct
36165,308,O,27985.69,1996-09-08,1-URGENT,Clerk#000000037,0, carefully careful theodolites print thinly. qui,308,Customer#000000308,PR4xdqIm2EluMpE2QmfKs44P,9,19-992-128-2013,4150.76,HOUSEHOLD,"s sleep slyly after the deposits. doggedly unusual deposits are blithely. final, final ideas"
36166,661,O,106356.53,1998-07-01,1-URGENT,Clerk#000000476,0,ly special requests are furiously. ,661,Customer#000000661,",eA4xy95eVuVdF7,GQGvHM",4,14-983-203-6472,1735.44,HOUSEHOLD, accounts wake blithely. express dino
36226,827,O,258217.34,1997-01-01,1-URGENT,Clerk#000000101,0,lly blithely even instructions. blithely regular reques,827,Customer#000000827,"MEEgnTQpFlSPlDNH2LW,ZOj5 7HSlJl1yjMg",14,24-196-343-6537,5411.2,HOUSEHOLD,r deposits are. carefully express packages impress furiously
36259,442,O,22648.01,1996-10-14,1-URGENT,Clerk#000000006,0,es affix carefully about the carefully e,442,Customer#000000442,AwKQtMhlfcZOHser,1,11-240-523-8711,4157.0,FURNITURE, carefully pending packages wake slyly across the requests. sometimes final depo
36288,862,F,78807.05,1993-01-20,1-URGENT,Clerk#000000719,0,lose deposits at the blithely bold gifts sleep slowly among the even requests,862,Customer#000000862,tGQ10JcBSySepgR80hiblfVJEqEg0uIGHjmc,2,12-479-479-6941,2338.92,MACHINERY,long the even platelets. pinto beans nag slyly bold requests. slyly regular theodolites boost s
36289,977,F,232978.33,1994-05-27,1-URGENT,Clerk#000000400,0, poach furiously. furiously regular excuses cajole slyly across the regul,977,Customer#000000977,iOgubwjbeTRGKViJoz016qLcTYgmX,2,12-602-807-5055,311.0,FURNITURE," sly, express packages after the slyly final requests cajole permanently "
36454,583,F,172582.28,1995-02-19,1-URGENT,Clerk#000000894,0,press pinto beans. daring request,583,Customer#000000583,"6XIUkyR0f1zwNDdCB3DiZMgalv,PXU5wf0ls",13,23-234-625-4041,3686.07,HOUSEHOLD,lyly express frays engage blithely carefully special 
36484,493,F,204715.32,1992-01-29,1-URGENT,Clerk#000000501,0,cross the slyly express acc,493,Customer#000000493,lrN9pIuEppyKZrua8QU5w9OJloy6VP,16,26-514-558-7246,6582.04,MACHINERY,es wake carefully bold courts. regular instructions nag. even pinto beans nag slyly fluffily fin
36514,47,F,113817.41,1994-05-21,1-URGENT,Clerk#000000587,0,realms. unusual packages above the regular pinto beans wake slyly according ,47,Customer#000000047,"Q,6KCP8Am4WrKN5QJd7",2,12-427-271-9466,274.58,BUILDING,rding to the final deposits. furiously ironic packages cajole slyly a
36544,881,O,65549.49,1997-07-17,1-URGENT,Clerk#000000064,0,ourts. blithely regular dolphin,881,Customer#000000881,4hRW989YC3jrCEMK,4,14-127-261-7876,2141.71,FURNITURE,efully final platelets use furiously according to the unusual theodolites. dep
36545,859,O,193948.16,1997-10-19,1-URGENT,Clerk#000000074,0," unusual, pending packages. blithely",859,Customer#000000859,uBUNF5DBPsbPCbV4HS4,17,27-379-135-4463,6737.18,BUILDING,g the idly special theodolites
36579,88,O,190752.2,1998-05-27,1-URGENT,Clerk#000000879,0,s are furiously. fluffily ironic deposits ,88,Customer#000000088,wyGHpeRMt mxmd8fEelFiXMTHnVg3OL,16,26-516-273-2566,8031.44,AUTOMOBILE,ts. unusual foxes use excuses; final courts doubt special packages. furiously regular platelets abo
36581,355,O,178535.22,1996-09-02,1-URGENT,Clerk#000000542,0,ffily regular accounts above the bold foxes detect quickly fina,355,Customer#000000355,"Z,V X4KR14Ib1d3,s",14,24-656-787-6091,8727.9,FURNITURE,gle quickly blithely express requests. quickly express pinto bean
36582,34,F,199609.11,1992-01-03,1-URGENT,Clerk#000000358,0,players. carefully unusual platele,34,Customer#000000034,"bUkRv2UNDOtEycuW,RuKn0eYg6",15,25-344-968-5422,8589.7,HOUSEHOLD,s. furiously final asymptotes wake. ironic fo
36612,721,F,137188.3,1992-03-07,1-URGENT,Clerk#000000953,0,"ns. furiously final pinto beans after the final, express ",721,Customer#000000721,eUJ WL5RmGcpxmXrtxr,21,31-174-552-2949,3420.64,AUTOMOBILE,"e even, regular ideas. final accounts engage carefully. slyly regular pinto beans along the requests play furi"
36679,646,O,103348.66,1995-08-31,1-URGENT,Clerk#000000624,0, quickly unusual dependencies nag carefully about the t,646,Customer#000000646,"LCKiSHvMnrZjU600,FPiC,646wFH8xN0g9Op",2,12-177-329-4316,6074.42,HOUSEHOLD,e furiously across the unusual theodolites. slyly unusual packages wake. slyly bold pi
36709,481,F,296669.94,1992-08-24,1-URGENT,Clerk#000000227,0,regular asymptotes haggle closely across the f,481,Customer#000000481,"DWuQTiY,dAkeSm,uGj0dhMZKbt,WcAjD",21,31-363-392-6461,7157.21,FURNITURE,accounts above the theodolites cajole slyly ironic packages. quickly
36710,628,O,176910.26,1997-03-04,1-URGENT,Clerk#000000190,0, carefully along the final deposits. ironic p,628,Customer#000000628,6s Q yVgPKPoX5,17,27-367-742-4090,4954.25,FURNITURE,ckages. fluffily special pinto beans sleep furiously. furiously bold r
36738,220,O,194846.89,1996-07-03,1-URGENT,Clerk#000000987,0,s. quickly bold requests across the even,220,Customer#000000220,8P6j5KGyys,16,26-201-301-7371,9131.64,BUILDING,thely even dolphins with the pack
36769,805,F,67108.74,1994-02-22,1-URGENT,Clerk#000000423,0," express hockey players. regular, bold accounts detect furiously around",805,Customer#000000805,woguVtOjwvC8LLtPRALISNwAOFRf70Pfqk,10,20-732-989-5653,511.69,BUILDING, quickly unusual accounts haggle carefully after the even accounts. deposits cajole carefully bravely spec
36804,314,F,255552.31,1994-06-29,1-URGENT,Clerk#000000564,0,even foxes need to haggle blithely regular requests. carefully slow de,314,Customer#000000314,T0yN762k2C39QqgwkrUQohDQWpLHy0mRnnopY,13,23-366-243-4713,2394.92,MACHINERY,uests sleep fluffily even deposits. regular d
36868,722,O,35919.78,1997-06-13,1-URGENT,Clerk#000000846,0,refully final requests nag fluffily pend,722,Customer#000000722,RtEIx4lt qg79isMPfnwzQHXTuNA,20,30-633-109-9587,2724.8,BUILDING,"ke slyly before the regular dolphins. special, ironic frets nag slyl"
36870,410,O,137154.49,1996-07-28,1-URGENT,Clerk#000000131,0,lites. slyly pending requests use furiously ideas. carefully bold multipliers ,410,Customer#000000410,E2QGYyraR0L26IfMJZd,7,17-576-345-5940,4349.27,BUILDING,"s wake carefully according to the ironic, ironic ideas. r"
36896,614,F,243292.48,1994-11-04,1-URGENT,Clerk#000000699,0,ate. fluffily final theodolites play slyly regular asymptotes. b,614,Customer#000000614,3gvMAkhL5CH,18,28-698-510-6194,9630.24,FURNITURE, above the furiously regular deposits. slyly ironic packages detect slyly
36903,638,O,315754.48,1996-06-07,1-URGENT,Clerk#000000370,0,"ietly quickly ironic deposits. pending asymptotes are furiously. final, unu",638,Customer#000000638,ut99CA1rjjt6ZthwdhvlUYNw66hrDeGsBgq4mP,24,34-102-347-8343,2258.4,HOUSEHOLD,refully slyly slow accounts. carefully regular theodolites above the furiously
37028,367,O,38834.05,1998-05-09,1-URGENT,Clerk#000000579,0,ckages are thinly quickly regular instructions. quickly even ,367,Customer#000000367,u1QnCn1oAyZ5e75hC16GMUKhWuH,13,23-939-319-4691,9108.65,HOUSEHOLD,gle furiously. slyly special requests cajole fluffily across the silently ironic th
37062,797,F,92895.26,1993-11-07,1-URGENT,Clerk#000000071,0,sly slow deposits cajole fluffily regular orbits. silen,797,Customer#000000797,QNkGsrVNxQ Uf1ZuvpRUhUqwXvrRRASVJ,0,10-994-609-7082,3063.11,HOUSEHOLD," idle requests. bold platelets alongside of the bold, ironic packages print final packages. unusual, quick "
37094,748,O,78939.18,1997-02-16,1-URGENT,Clerk#000000484,0,en platelets kindle. qui,748,Customer#000000748,",rDGFYke8DwMxF7eqebMqS8QVR8iG",23,33-403-226-2580,6959.09,AUTOMOBILE,ess accounts. slyly silent deposit
37187,691,O,47620.02,1995-07-11,1-URGENT,Clerk#000000140,0,ly express packages. carefully pending courts after the slyly unu,691,Customer#000000691,0aGn3Vcf6ZKi82ogENfnso,16,26-741-688-4189,9566.15,MACHINERY,ven packages cajole fluffily fluffily unusual frays. ironic excuses sleep furiously. regular
37282,770,F,178644.43,1994-08-06,1-URGENT,Clerk#000000843,0,nto beans after the slyly even instructions wake ,770,Customer#000000770,jHvh9V7Hph2PgiMDxjYN,8,18-856-112-5677,2066.79,AUTOMOBILE,endencies wake quickly regular deposits. slyly i
37319,25,F,197757.4,1994-08-05,1-URGENT,Clerk#000000758,0,nto beans sleep across the furious,25,Customer#000000025,kBSktmaKkjm28IFkVypLN,12,22-603-468-3533,7133.7,FURNITURE,theodolites nag furiously along the asymptotes. furiously special ideas detect. carefully regular instructio
37349,361,F,217176.35,1993-02-16,1-URGENT,Clerk#000000906,0,ms. slyly bold platelets use slyly across ,361,Customer#000000361,"G,lSHfh5MUYOP",20,30-164-267-4590,7451.84,BUILDING,ackages engage bold foxes-- slyly final
37350,328,F,37977.69,1992-05-21,1-URGENT,Clerk#000000102,0,after the slyly final requests ,328,Customer#000000328,"SBxrHZjCmL,xJI2YHumRGRLo9MHC56",5,15-817-180-1487,6709.9,BUILDING,al requests solve furiously after the furiously regular deposits. blithely even excuses nag busily am
37476,115,O,166794.13,1996-06-07,1-URGENT,Clerk#000000084,0,"lar, final theodolites-- sp",115,Customer#000000115,"05lyZj3mdE77YpKQzp,8K5gh1z,joppPlF,RjO",8,18-971-699-1843,7508.92,HOUSEHOLD,"uffily special pinto beans cajole. ironic, unusua"
37479,895,O,169313.75,1998-04-16,1-URGENT,Clerk#000000875,0,. quickly special asymptotes are according to the ideas. furiously regula,895,Customer#000000895,"fnQh TMGk79TRP8UojSL,4K4b7",0,10-933-819-2037,904.43,AUTOMOBILE,y pending accounts sleep thinly. fluffily even packages a
37506,145,O,187994.23,1997-04-12,1-URGENT,Clerk#000000891,0,lly. bold deposits during the quickly bold deposits hang among the pendi,145,Customer#000000145,HaHjEzYGOMPrOtXKLeJRVRx,13,23-562-444-8454,9748.93,HOUSEHOLD,kly alongside of the slyly final packages. carefully e
37507,613,F,122016.97,1994-12-09,1-URGENT,Clerk#000000363,0,nts among the regular packages r,613,Customer#000000613,rh70YV9PQD8NmjcqK74K,4,14-275-416-1669,6679.75,AUTOMOBILE,ly even deposits nag across the 
37509,910,O,52984.71,1997-08-31,1-URGENT,Clerk#000000655,0,across the blithely regular packages sleep furiously across the ,910,Customer#000000910,bKS7h8o7ZEiRj,9,19-899-463-4292,5794.69,BUILDING, silent deposits are. blithely final foxes cajole slyly according to the furiously re
37510,166,F,173973.04,1994-03-09,1-URGENT,Clerk#000000849,0, slyly fluffily regular packages. furiously iron,166,Customer#000000166,",Vj4kzvCbTUmhLNSVjuyf8716NF5SddgDMY",10,20-320-530-5920,2042.21,FURNITURE,"osits. regular, express deposits hang closely blithely regular platelets. unusual theodolites haggle fluf"
37571,514,O,186136.31,1998-06-18,1-URGENT,Clerk#000000411,0,cross the silent packages print against the slyl,514,Customer#000000514,0BnUdwBXykYaAoASAw9qt7UdSg,23,33-194-775-6756,5840.97,BUILDING,cording to the requests. carefully express pinto beans must wake slyly across the platelets. furiously unusu
37604,590,O,132162.77,1997-06-06,1-URGENT,Clerk#000000348,0,"ithely pending foxes: express, express asymptotes use fluffily thr",590,Customer#000000590,XzjJJr14j2auh5s0h9KH5RiFgy0VViy7,8,18-734-215-6394,3993.54,MACHINERY,ourts sleep quickly quickly final packages. furiously silent dependencies impress quickly. final frets de
37606,722,F,234173.79,1993-02-23,1-URGENT,Clerk#000000036,0,ckly ironic pinto beans sleep furiously fo,722,Customer#000000722,RtEIx4lt qg79isMPfnwzQHXTuNA,20,30-633-109-9587,2724.8,BUILDING,"ke slyly before the regular dolphins. special, ironic frets nag slyl"
37633,373,O,52984.06,1996-11-02,1-URGENT,Clerk#000000156,0,ly careful patterns haggle carefully. furiously bold dinos run slyly. fluf,373,Customer#000000373,ZJ arwjGPQeFhos30E5GyKeimsS tdGQqXhkn7Hh,20,30-883-170-4010,2354.06,MACHINERY,y ironic theodolites. fluffily final theodolites boost carefully slyly final
37698,62,O,56749.86,1996-10-25,1-URGENT,Clerk#000000103,0,", pending instructions haggle blithely into the express pains. daringly furio",62,Customer#000000062,yBhgYoDvZX1,7,17-361-978-7059,595.61,MACHINERY,e carefully final requests. fluffily regular deposits haggle among the ironic warhors
37731,85,F,192279.34,1994-11-05,1-URGENT,Clerk#000000506,0,ckages sleep furiously regularly even ideas,85,Customer#000000085, I9M GnvICGJ29rTlKGzDMstOgH,5,15-745-585-8219,3386.64,FURNITURE,nts. blithely unusual pinto beans along
37734,943,F,258189.29,1994-12-27,1-URGENT,Clerk#000000900,0,ily express ideas integrate above the ironic accounts. qu,943,Customer#000000943,UWNp9lcgflnamAoLjYuS5kfRyyPyKhrPjx,5,15-483-251-8603,7541.05,FURNITURE,usly carefully unusual theodolites. even deposits instead of the slyly special ideas sleep special requests. 
37796,904,F,77807.61,1994-11-02,1-URGENT,Clerk#000000043,0, instructions are quickly. fluffy pinto beans,904,Customer#000000904,3NhmPetKn6Vn K44a2UCAQzA,5,15-940-929-4572,9562.82,BUILDING,nic asymptotes wake furiously express theodolites. 
37859,925,F,208258.95,1994-03-31,1-URGENT,Clerk#000000378,0,"ing, express theodolites sleep blithely. slowly silent excuses boost",925,Customer#000000925,"IDr9QtJvT,K4yjdXI9p4 LZ6EAl6bDYUdIVVYMu",10,20-753-609-6699,1939.39,AUTOMOBILE,carefully! fluffily silent instructions after
37888,173,F,87817.85,1994-12-23,1-URGENT,Clerk#000000072,0,ites engage quickly after the carefully final packages? quickl,173,Customer#000000173,"rxMTg6s0lIE8jBCxr5GVNN0v8bYp98JCh,",9,19-443-196-8008,845.84,BUILDING,p carefully. accounts boost along the ideas; furiously regular deposits wake. f
37895,170,F,81449.89,1992-03-31,1-URGENT,Clerk#000000159,0,ickly carefully quiet foxes? furiously regular re,170,Customer#000000170,WaEuE3xPdJEUjqKgv7wBKMweXdEB17lze,15,25-879-984-9818,7687.89,BUILDING,ites. quickly ironic platelets wa
37920,455,F,36741.37,1993-07-15,1-URGENT,Clerk#000000623,0,efully express theodolites. carefully,455,Customer#000000455, zzxzPbh013aSwId,6,16-863-225-9454,6860.34,BUILDING," requests. express, silent Tiresias nag furiously. regular accounts nag. carefully e"
37986,638,F,120793.27,1992-02-27,1-URGENT,Clerk#000000857,0,", bold packages. dependencies are quickly",638,Customer#000000638,ut99CA1rjjt6ZthwdhvlUYNw66hrDeGsBgq4mP,24,34-102-347-8343,2258.4,HOUSEHOLD,refully slyly slow accounts. carefully regular theodolites above the furiously
38023,25,O,236211.21,1996-08-04,1-URGENT,Clerk#000000589,0,ly according to the even foxes. quickly silent accounts wake ,25,Customer#000000025,kBSktmaKkjm28IFkVypLN,12,22-603-468-3533,7133.7,FURNITURE,theodolites nag furiously along the asymptotes. furiously special ideas detect. carefully regular instructio
38083,736,O,89402.24,1998-05-04,1-URGENT,Clerk#000000063,0,ve the carefully regular accounts haggle ca,736,Customer#000000736,tadzVNYQlO62SeILlampzCoQaSM,1,11-617-726-2039,9114.68,MACHINERY,ons after the idly special accounts ought to are p
38087,376,F,173796.26,1994-02-22,1-URGENT,Clerk#000000818,0,ly against the carefully,376,Customer#000000376,Xdvzwma6r7XE8Ksx6Z9uZ1yjcltQdtKM,16,26-437-952-8986,4231.45,AUTOMOBILE,inal deposits. pending deposits integrate blithely. furiously even p
38112,607,O,297900.72,1998-01-29,1-URGENT,Clerk#000000977,0,-- blithely special a,607,Customer#000000607,FUZJw3bq8ilEdhuU7x,24,34-601-151-4029,4038.45,FURNITURE,packages sleep slowly after the pinto beans. quickly express accounts affix reg
38181,520,O,141128.92,1997-05-04,1-URGENT,Clerk#000000221,0,cross the slyly ironic courts. furiously unusual excuses boost car,520,Customer#000000520,"uQckOS5MRYqIWlUN,kOJN6YeEnc3hm0tAtn8rzmq",3,13-612-111-7765,8315.09,HOUSEHOLD,", ironic instructions. furiously express deposits mold fluffily behind the furiously pending d"
38242,200,F,292850.47,1992-04-19,1-URGENT,Clerk#000000347,0,ve along the carefully final asy,200,Customer#000000200,vZrjVPUUn6LjYBKe7hJvVM1gKAqs,16,26-472-302-4189,9967.6,BUILDING,ronic asymptotes. idly silent theodolites cajole carefully final tithes. even deposits are idly. ru
38247,382,O,46010.3,1997-09-05,1-URGENT,Clerk#000000597,0,ons across the unusual platelets haggle quickly,382,Customer#000000382,7NKqeREgVhE8tGq11bL9W4Vs9mQyn6uM,8,18-942-650-6657,6269.42,AUTOMOBILE,s are sometimes along the blithely pending requests. slyly regular platelets affix
38277,976,F,21878.3,1992-01-20,1-URGENT,Clerk#000000511,0,e across the furiously regular dolphins. accounts ,976,Customer#000000976,"jTS6hZGzXzQON,OZdaTQk",19,29-436-660-4732,7772.85,BUILDING,rding to the regular asymptotes. blithely express accounts with the final pearls nag carefully among the e
38305,74,P,135309.15,1995-05-01,1-URGENT,Clerk#000000970,0,regular excuses unwin,74,Customer#000000074,jGhjorX17JmTAfT6gO 6sD9fF1GtFLs,4,14-199-862-7209,2764.43,MACHINERY,ithely special excuses. regular deposits cajole furiously finally
38308,607,O,207271.7,1996-08-26,1-URGENT,Clerk#000000692,0,"nside the accounts sleep carefully slyly regular packages. final, silent depos",607,Customer#000000607,FUZJw3bq8ilEdhuU7x,24,34-601-151-4029,4038.45,FURNITURE,packages sleep slowly after the pinto beans. quickly express accounts affix reg
38336,506,F,169564.28,1992-10-06,1-URGENT,Clerk#000000939,0,hely special accounts print b,506,Customer#000000506,O7rGlRhvvZq,13,23-895-781-8227,1179.85,HOUSEHOLD,ronic packages. blithely special foxes haggle quickly even tithes. braids across the fluffily spe
38368,182,F,42851.68,1994-02-14,1-URGENT,Clerk#000000218,0,equests are: carefully reg,182,Customer#000000182,zNvwKNBkXZVoo7jzeQlSb,3,13-199-211-9023,4810.22,AUTOMOBILE,ully enticing accounts are slyly. furiously final packages cajole. furiously unusual courts boost slyly. foxes
38437,436,F,128124.02,1992-05-09,1-URGENT,Clerk#000000040,0,inal accounts. fluffily pending asymptotes doubt fluffily alongside of the,436,Customer#000000436,"Xnodsr7SWYP527OR68RWH9,a3k89eVDOC,nV1",19,29-927-687-6390,5896.87,FURNITURE,ily regular packages haggle enticingly carefully regular deposit
38438,877,P,183042.83,1995-06-01,1-URGENT,Clerk#000000931,0,e carefully against the excuses. regular foxes wake furiously. regu,877,Customer#000000877,y2cYphCK jPcOjmLsHFE2qQZa3t9WVJS,16,26-400-912-7812,1755.33,MACHINERY,lyly unusual pains. pinto beans nag quickly. quickly fi
38469,635,O,88483.26,1996-09-27,1-URGENT,Clerk#000000716,0, final dolphins among the,635,Customer#000000635,"myAI,72wssWUcw0iU0t8CV4mWxhY y3",2,12-399-186-7550,8216.79,AUTOMOBILE,", regular excuses according to the ironic"
38496,319,F,254204.36,1993-02-21,1-URGENT,Clerk#000000548,0,ges. carefully regular ide,319,Customer#000000319,s6aVEmXzNC27Y,6,16-734-928-1642,1834.36,FURNITURE,"ke. final accounts sleep: regular, final accounts are. carefully even Ti"
38500,989,F,75154.81,1992-02-14,1-URGENT,Clerk#000000882,0,gular foxes cajole quickly. carefully unusual ,989,Customer#000000989,"CgxIu5PjU32lh2,y1HkI0D9Qj,3F",10,20-646-819-6827,5453.74,AUTOMOBILE,bold theodolites. express pearls breach quickly ironically express packages. ironic instructions s
38501,241,F,75905.92,1994-04-29,1-URGENT,Clerk#000000666,0,egular asymptotes aroun,241,Customer#000000241,mpxvjHb9WV0cwD1EqMsORMeQ81J3XiMNG,9,19-344-614-2207,6569.34,AUTOMOBILE,rnes after the fluffily regular depths are slyly a
38528,592,O,314606.17,1995-12-21,1-URGENT,Clerk#000000747,0,ding ideas. requests haggle carefully furio,592,Customer#000000592,"  dcVkxZ,s,9xW ab60aC3slv3STVRwA1",24,34-832-574-7217,9712.75,BUILDING,"odolites cajole against the unusual platelets. courts cajole after the final, fluffy requests. blithel"
38561,19,O,117067.03,1995-08-31,1-URGENT,Clerk#000000720,0, express requests. carefully even instructio,19,Customer#000000019,yO0XPkiuSWk0vN FfcH5 IA3oBYy ,18,28-396-526-5053,8914.71,HOUSEHOLD,ly final pinto beans boost carefully. furiously unusual requests boost furiously
38564,326,F,225990.36,1994-11-03,1-URGENT,Clerk#000000279,0,usly even deposits serve blithely carefully regular packages,326,Customer#000000326,"E4nc7KU3,ZSBLpy6XIGqp21IeIktGfAlDxtrCY",2,12-447-614-7494,1906.52,HOUSEHOLD,endencies haggle alongside of th
38565,199,F,273830.92,1994-03-26,1-URGENT,Clerk#000000074,0,? carefully pending ideas wake slyly. carefully even packages boost closel,199,Customer#000000199,"Gp6XuGF0QTNR72EYr6tHobo5exDjgBB0Rj4,3",4,14-136-924-5232,7654.31,FURNITURE,egrate furiously along the carefully special pinto beans. packages sublate furiously. brave acco
38597,416,F,180788.96,1992-02-05,1-URGENT,Clerk#000000417,0,ackages sleep fluffily acro,416,Customer#000000416,METjTHUz2JhL3yyd7,12,22-651-146-4780,4365.28,MACHINERY,ccounts detect after the furiously ironic ideas. fu
38627,277,F,39238.89,1994-11-01,1-URGENT,Clerk#000000873,0,arefully among the blithely final i,277,Customer#000000277,"q4kzaNwjG,qL9h5Y99prnFlO",23,33-696-831-5394,8876.1,BUILDING,ly final requests wake carefully! quickly pending ex
38660,397,F,49486.56,1992-12-16,1-URGENT,Clerk#000000680,0, excuses. quickly spe,397,Customer#000000397,ns9YphhSV8Fpn8,7,17-103-357-8777,709.46,FURNITURE,dolites? bold packages haggle carefully after the slyly enticing packages. blithely bo
38723,73,F,211237.9,1992-09-21,1-URGENT,Clerk#000000185,0,ic accounts after the requests sublate quiet f,73,Customer#000000073,TiJiuAMxW6LUyyVFCKW,0,10-473-439-3214,4288.5,BUILDING, carefully pending packages to the pearls affix quick
38756,14,F,172660.1,1994-05-08,1-URGENT,Clerk#000000485,0,g quickly. slyly final waters sleep slyly pending requests. requests haggle ab,14,Customer#000000014,h3GFMzeFfYiamqr,1,11-845-129-3851,5266.3,FURNITURE,"r, express foxes cajole slyly aga"
38790,985,O,102757.49,1996-01-11,1-URGENT,Clerk#000000492,0,"en requests. silent, special packages instead of ",985,Customer#000000985,"0yqeM,iop0wyzW88nWMfg",23,33-408-194-5161,2701.21,HOUSEHOLD, foxes. theodolites haggle slyly. ironic instructions boost ironic pinto beans; regular accounts affix sly
38818,841,F,173277.79,1994-11-19,1-URGENT,Clerk#000000931,0,r theodolites use sly,841,Customer#000000841,"C8i8gauliK6Qz4T,LftQnxcnj2afpLOUmrOUHC",9,19-556-695-9964,884.2,FURNITURE,ic deposits integrate slyly. regular foxes during the slyly regular pinto beans wake after the pack
